title,console,genre,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,overall,year
Mario & Sonic at the Olympic Winter Games,DS,Sports,Sega,7.6,3.47,1.21,0.27,1.63,0.37,2009-10-13,,0.7116,2009
Guitar Hero: On Tour,DS,Misc,Vicarious Visions,7.1,3.46,2.1,0.01,1.01,0.35,2008-06-22,,0.6587,2008
Tekken 4,PS2,Fighting,Namco,7.9,3.44,1.55,0.33,1.27,0.29,2002-09-23,,0.7414,2002
LEGO Batman: The Videogame,X360,Adventure,Traveller's Tales,7.5,3.44,2.07,,1.04,0.34,2008-09-23,,0.6986,2008
Halo: The Master Chief Collection,XOne,Shooter,343 Industries,8.8,3.44,2.06,0.03,1.04,0.31,2014-11-11,2018-03-24,0.8483,2014
LittleBigPlanet 2,PS3,Platform,Media Molecule,9.1,3.43,1.83,0.06,1.07,0.47,2011-01-18,,0.8731,2011
FIFA 14,PS4,Sports,EA Canada,,3.43,0.62,0.12,2.18,0.51,2013-11-15,2018-09-15,,2013
Grand Theft Auto 2,PS,Action,DMA Design,6.9,3.42,1.13,,2.07,0.22,1999-10-25,,0.6318,1999
Destiny,XOne,Shooter,Bungie,8.3,3.41,2.17,,0.92,0.32,2014-09-09,2018-01-12,0.7973,2014
Spider-Man 2,PS2,Action,Treyarch,7.9,3.41,1.75,0.02,1.2,0.43,2004-06-28,,0.7412,2004
FIFA Soccer 2003,PS2,Sports,EA Canada,,3.4,0.46,0.05,2.28,0.61,2002-11-14,,,2002
Crash Bash,PS,Misc,Eurocom Entertainment Software,6.8,3.39,1.56,0.19,1.47,0.17,2000-11-06,,0.6238,2000
Gears of War 4,XOne,Shooter,The Coalition,,3.38,2.17,,0.9,0.32,2016-10-11,2018-01-13,,2016
The Elder Scrolls V: Skyrim Special Edition,PS4,Role-Playing,Bethesda Softworks,8.3,3.36,1.24,0.08,1.5,0.54,2016-10-28,2018-04-01,0.7972,2016
Watch Dogs 2,PS4,Action,Ubisoft,,3.36,0.98,0.12,1.74,0.52,2016-11-15,,,2016
WWF War Zone,PS,Fighting,Iguana Entertainment,,3.36,2.47,,0.76,0.13,1998-07-14,,,1998
Assassin's Creed IV: Black Flag,X360,Action-Adventure,Ubisoft Montreal,8.5,3.34,1.9,0.01,1.14,0.3,2013-10-29,2018-03-22,0.8202,2013
NBA 2K18,PS4,Sports,Visual Concepts,8.1,3.34,2.13,0.04,0.57,0.59,2017-09-19,2018-04-02,0.7738,2017
James Bond 007: Nightfire,PS2,Shooter,Eurocom Entertainment Software,,3.33,1.45,0.12,1.29,0.46,2002-11-18,,,2002
Star Wars Episode III: Revenge of the Sith,PS2,Action,The Collective,,3.32,1.47,0.03,1.39,0.43,2005-05-04,,,2005
Max Payne,PS2,Shooter,Remedy Entertainment,8.1,3.31,1.99,0.05,1.05,0.22,2001-12-06,,0.7737,2001
Madden NFL 16,PS4,Sports,EA Tiburon,8.2,3.3,2.39,,0.31,0.61,2015-08-25,2018-03-31,0.7852,2015
The Lord of the Rings: The Return of the King,PS2,Action,"Hypnos Entertainment, Inc.",8.4,3.28,1.5,0.05,1.28,0.46,2003-11-05,,0.8083,2003
Madden NFL 17,PS4,Sports,EA Tiburon,8.5,3.28,2.3,,0.37,0.6,2016-08-23,2018-04-01,0.82,2016
Gran Turismo (PSP),PSP,Racing,Polyphony Digital,,3.27,0.51,0.31,1.59,0.86,2009-10-01,2018-01-03,,2009
Far Cry 3,PS3,Shooter,Ubisoft Montreal,,3.27,0.88,0.1,1.79,0.5,2012-12-04,,,2012
True Crime: Streets of LA,PS2,Action,Luxoflux,,3.27,1.89,0.02,1.05,0.31,2003-11-03,,,2003
FIFA 16,XOne,Sports,EA Canada,8.5,3.25,0.92,,2.1,0.24,2015-09-22,2018-04-01,0.8199,2015
L.A. Noire,PS3,Adventure,Team Bondi,9.1,3.21,1.29,0.12,1.31,0.49,2011-11-15,,0.8725,2011
007: Tomorrow Never Dies,PS,Shooter,Black Ops Entertainment,6.2,3.21,1.72,,1.33,0.16,1999-11-16,,0.5795,1999
WWF SmackDown! 2: Know Your Role,PS,Fighting,Yuke's,8.7,3.2,1.76,0.07,1.21,0.16,2000-11-21,,0.8395,2000
Assassin's Creed IV: Black Flag,PS4,Action-Adventure,Ubisoft Montreal,8.3,3.19,1.07,0.06,1.55,0.51,2013-11-15,2018-03-14,0.7967,2013
Enter the Matrix,PS2,Action,Shiny Entertainment,,3.18,1.78,0.09,1.12,0.19,2003-05-14,,,2003
Assassin's Creed Odyssey,PS4,Action-Adventure,Ubisoft Quebec,9.5,3.18,1.18,0.09,1.4,0.51,2018-10-05,2018-11-17,0.8885,2018
Fallout: New Vegas,PS3,Role-Playing,Obsidian Entertainment,8.2,3.17,1.54,0.1,1.04,0.49,2010-10-19,,0.7848,2010
FIFA Soccer 08,PS2,Sports,EA Canada,,3.14,0.68,,0.0,2.46,2007-10-09,,,2007
Club Penguin: Elite Penguin Force,DS,Adventure,1st Playable Productions,7.0,3.14,1.87,,0.97,0.3,2008-11-25,,0.6445,2008
FIFA 18,XOne,Sports,EA Vancouver,8.0,3.14,0.98,,1.92,0.23,2017-09-29,2018-04-02,0.757,2017
Spider-Man,PS,Action,Neversoft Entertainment,,3.13,1.7,0.02,1.25,0.16,2000-08-30,,,2000
The Elder Scrolls IV: Oblivion,PS3,Role-Playing,4J Studios,9.3,3.12,1.69,0.14,0.86,0.44,2007-03-20,,0.8822,2007
Resident Evil 6,PS3,Action,Capcom,,3.12,0.88,0.88,0.97,0.39,2012-10-02,,,2012
Need for Speed III: Hot Pursuit,PS,Racing,EA Canada,,3.12,2.14,,0.86,0.13,1998-03-25,,,1998
Tom Clancy's Ghost Recon Wildlands,PS4,Shooter,Ubisoft Paris,7.0,3.12,1.07,0.22,1.35,0.47,2017-03-07,2018-04-01,0.6444,2017
Titanfall,XOne,Shooter,Respawn Entertainment,,3.11,1.88,0.04,0.91,0.28,2014-03-11,2018-01-12,,2014
NBA 2K13,X360,Sports,Visual Concepts,8.6,3.11,2.62,0.01,0.21,0.28,2012-10-02,2018-01-04,0.8305,2012
Mass Effect 2,X360,Role-Playing,BioWare Edmonton,9.5,3.1,1.99,0.03,0.81,0.27,2010-01-26,,0.8882,2010
LEGO Batman: The Videogame,Wii,Adventure,Traveller's Tales,7.3,3.08,1.8,,0.98,0.29,2008-09-23,,0.6739,2008
Madden NFL 2002,PS2,Sports,EA Sports,,3.08,2.5,0.01,0.16,0.42,2001-08-19,,,2001
Saints Row 2,X360,Action,Volition Inc.,7.9,3.07,1.98,0.02,0.79,0.28,2008-10-14,2018-04-02,0.7402,2008
Call of Duty: Ghosts,XOne,Shooter,Infinity Ward,7.5,3.07,1.92,,0.86,0.28,2013-11-22,2018-03-21,0.6974,2013
The Sims: Vacation,PC,Simulation,Maxis,,3.07,1.72,,1.21,0.14,2002-03-25,,,2002
Borderlands 2,X360,Shooter,Gearbox Software,,3.06,1.89,0.04,0.88,0.26,2013-01-15,,,2013
LEGO Batman: The Videogame,DS,Adventure,Traveller's Tales,7.8,3.06,1.75,,1.02,0.29,2008-09-23,,0.7294,2008
Kung Fu Panda,X360,Platform,Luxoflux,7.5,3.05,1.91,,0.84,0.29,2008-06-03,,0.6972,2008
Metal Gear Solid V: The Phantom Pain,PS4,Action,Kojima Productions,,3.04,0.97,0.5,1.15,0.42,2015-09-01,2018-05-04,,2015
Mass Effect 3,X360,Role-Playing,BioWare,9.5,3.04,1.94,0.03,0.84,0.24,2012-03-06,,0.888,2012
Rayman,PS,Platform,Ubisoft Montpellier,7.0,3.03,1.54,,1.33,0.16,1995-09-01,,0.6439,1995
Tom Clancy's Splinter Cell,XB,Action,Ubisoft,9.3,3.02,1.85,,1.04,0.13,2002-11-17,,0.8818,2002
WWE SmackDown! vs. Raw 2006,PS2,Fighting,Yuke's,8.4,3.0,1.57,,1.02,0.41,2005-11-15,2018-01-04,0.8074,2005
The Sims: Livin Large,PC,Misc,Maxis,,2.99,1.67,,1.18,0.13,2000-08-27,,,2000
World Soccer Winning Eleven 6 International,PS2,Sports,Konami Computer Entertainment Tokyo,,2.99,0.12,1.16,1.26,0.45,2003-03-11,,,2003
Far Cry 3,X360,Shooter,Ubisoft Montreal,,2.98,1.38,0.02,1.33,0.25,2012-12-04,2018-02-07,,2012
Hitman 2: Silent Assassin,PS2,Action,IO Interactive,,2.96,1.36,0.04,1.15,0.41,2002-10-01,,,2002
Battlefield: Bad Company 2,PS3,Shooter,EA Digital Illusions CE,8.9,2.96,1.33,0.08,1.11,0.44,2010-03-02,,0.8536,2010
Street Fighter IV,X360,Fighting,Capcom / Dimps Corporation,9.3,2.95,1.83,0.15,0.7,0.26,2009-02-17,,0.8816,2009
WWE SmackDown! vs. RAW 2006,PS2,Fighting,Yuke's,,2.94,1.45,0.04,1.11,0.33,2005-11-14,,,2005
Pac-Man Collection,GBA,Puzzle,Mass Media,,2.94,2.07,0.05,0.77,0.05,2001-07-12,,,2001
Madden NFL 13,X360,Sports,EA Tiburon,8.0,2.93,2.53,,0.16,0.24,2012-08-28,2018-01-04,0.7562,2012
Doom (2016),PS4,Shooter,id Software,,2.92,0.93,0.04,1.48,0.46,2016-05-13,,,2016
FIFA 15,X360,Sports,EA Canada,6.9,2.91,0.8,,1.9,0.21,2014-09-23,2018-03-23,0.6301,2014
Mass Effect,X360,Role-Playing,BioWare Edmonton,9.2,2.91,1.83,0.03,0.79,0.27,2007-11-20,,0.8767,2007
Mortal Kombat (2011),PS3,Fighting,NetherRealm Studios,8.5,2.9,1.98,,0.54,0.38,2011-04-19,2018-01-06,0.8188,2011
Call of Duty: Finest Hour,PS2,Shooter,Spark Unlimited,,2.89,1.51,0.01,1.12,0.24,2004-11-16,,,2004
Cooking Mama: Cook Off,Wii,Simulation,Office Create,5.9,2.89,1.41,0.05,1.12,0.3,2007-03-20,,0.5577,2007
Sega Superstars Tennis,X360,Sports,Sumo Digital,6.9,2.89,1.75,,0.86,0.28,2008-03-18,,0.63,2008
Hot Shots Golf 3,PS2,Sports,Clap Hanz,,2.89,0.99,1.38,0.32,0.2,2002-03-11,,,2002
Imagine: Babyz,DS,Simulation,Visual Impact,3.5,2.87,1.3,,1.26,0.31,2007-10-23,,0.5007,2007
Colin McRae Rally,PS,Racing,Codemasters,7.9,2.87,0.09,0.12,2.43,0.22,2000-01-31,,0.7394,2000
Mafia III,PS4,Action-Adventure,Hangar 13,6.9,2.87,0.72,0.04,1.67,0.44,2016-10-07,2018-04-02,0.6299,2016
The Elder Scrolls III: Morrowind,XB,Role-Playing,Bethesda Softworks,8.2,2.86,2.09,0.03,0.63,0.11,2002-06-06,,0.7836,2002
Assassin's Creed: Brotherhood,PS3,Action,Ubisoft Montreal,9.1,2.85,1.87,0.11,0.57,0.3,2010-11-16,,0.8711,2010
Madden NFL 10,X360,Sports,EA Tiburon,8.6,2.83,2.52,,0.09,0.22,2009-08-14,,0.8294,2009
BioShock,X360,Shooter,2K Australia / 2K Boston,9.6,2.83,1.65,0.05,0.85,0.28,2007-08-21,,0.8894,2007
WWE SmackDown! vs. Raw,PS2,Fighting,Yuke's,,2.83,1.32,0.04,1.08,0.39,2004-11-02,,,2004
Zumba Fitness 2,Wii,Sports,"Pipeworks Software, Inc.",,2.83,1.52,,1.05,0.26,2011-11-15,,,2011
Diablo III: Ultimate Evil Edition,PS4,Role-Playing,Blizzard Entertainment,,2.82,0.83,0.08,1.48,0.44,2014-08-19,2019-03-25,,2014
Finding Nemo,GBA,Platform,Vicarious Visions,7.0,2.82,1.59,0.04,1.05,0.14,2003-05-10,,0.6431,2003
Gran Turismo (PSP),PSN,Racing,Polyphony Digital,7.8,2.82,0.43,0.31,0.91,1.16,2009-10-01,,0.7284,2009
Medal of Honor,PS3,Shooter,EA Los Angeles,6.7,2.82,1.28,0.07,1.04,0.43,2010-10-12,,0.6138,2010
Imagine: Fashion Designer,DS,Simulation,Virtual Toys / Lexis Numerique,3.0,2.81,1.32,,1.19,0.3,2007-10-23,2018-09-17,0.4971,2007
Need for Speed: Hot Pursuit,PS3,Racing,Criterion Games,8.9,2.81,1.05,0.03,1.24,0.49,2010-11-16,,0.8529,2010
Killzone 3,PS3,Shooter,Guerrilla Games,8.2,2.81,1.46,0.09,0.87,0.38,2011-02-22,,0.7833,2011
NBA Street,PS2,Sports,NuFX,,2.79,2.19,,0.22,0.38,2001-06-18,,,2001
Skylanders: Spyro's Adventure,Wii,Action,Toys for Bob,8.0,2.79,1.35,,1.15,0.3,2011-10-16,,0.7555,2011
WWF SmackDown! Just Bring It,PS2,Fighting,Yuke's,,2.79,1.19,0.04,1.15,0.41,2001-11-18,,,2001
Mortal Kombat Trilogy,PS,Fighting,Avalanche Software,,2.79,1.98,,0.7,0.11,1996-09-01,,,1996
Hot Shots Golf,PS,Sports,Camelot Software Planning,,2.79,0.29,2.13,0.2,0.18,1998-05-05,,,1998
A Bug's Life,PS,Platform,Traveller's Tales,3.6,2.79,1.96,,0.72,0.11,1998-10-31,,0.5013,1998
Star Wars: The Force Unleashed,X360,Action,LucasArts,7.1,2.77,1.74,,0.78,0.26,2008-09-16,,0.6561,2008
Saints Row: The Third,X360,Action,Volition Inc.,8.3,2.77,1.26,0.07,1.14,0.3,2011-11-15,,0.7949,2011
The Sims,PS2,Simulation,Edge of Reality,,2.77,1.41,,1.12,0.24,2003-01-12,,,2003
Battlefield 3,PC,Shooter,Dice,8.9,2.76,0.89,,1.44,0.43,2011-10-25,,0.8526,2011
Need for Speed: Most Wanted (2012),PS3,Racing,Criterion Games,8.5,2.74,0.71,0.06,1.52,0.45,2012-10-30,2018-12-19,0.8179,2012
Far Cry: Primal,PS4,Action-Adventure,Ubisoft Montreal,7.2,2.73,0.63,0.07,1.61,0.41,2016-02-23,2018-04-03,0.6634,2016
L.A. Noire,X360,Adventure,Team Bondi,9.1,2.73,1.55,0.02,0.92,0.24,2011-11-15,,0.8705,2011
Overwatch,XOne,Shooter,Blizzard Entertainment,8.7,2.72,1.63,,0.84,0.25,2016-05-24,2018-03-24,0.8375,2016
Need for Speed (2015),PS4,Racing,Ghost Games,7.0,2.72,0.59,0.06,1.66,0.41,2015-11-03,2018-04-03,0.6426,2015
Tom Clancy's Rainbow Six: Siege,XOne,Shooter,Ubisoft Montreal,,2.71,1.62,,0.84,0.25,2015-12-01,2018-01-09,,2015
Skate 3,X360,Sports,EA Black Box,8.3,2.71,1.47,,0.99,0.25,2010-05-11,,0.7947,2010
Madden NFL 13,PS3,Sports,EA Tiburon,8.3,2.71,2.12,,0.24,0.36,2012-08-28,2018-01-04,0.7947,2012
Madden NFL 12,X360,Sports,EA Tiburon,7.8,2.7,2.43,,0.11,0.16,2011-08-30,,0.7278,2011
Call of Duty 3,X360,Shooter,Treyarch,8.0,2.7,1.49,0.02,0.92,0.27,2006-11-07,,0.755,2006
LEGO Star Wars II: The Original Trilogy,PS2,Action,Traveller's Tales,8.4,2.69,1.85,0.01,0.64,0.19,2006-09-12,,0.8059,2006
Madden NFL 11,X360,Sports,EA Tiburon,8.3,2.69,2.38,,0.12,0.19,2010-08-10,,0.7946,2010
Burnout 3: Takedown,PS2,Racing,Criterion Games,9.3,2.68,1.23,,1.11,0.34,2004-09-07,,0.8803,2004
Mortal Kombat,GEN,Fighting,Probe Entertainment Limited,,2.67,1.95,,0.63,0.09,1993-09-13,,,1993
Medal of Honor,PS,Shooter,DreamWorks Interactive,9.3,2.67,1.44,,1.09,0.14,1999-11-11,,0.8802,1999
Call of Duty 2: Big Red One,PS2,Shooter,Treyarch,8.5,2.67,1.48,0.01,0.92,0.26,2005-11-01,,0.8176,2005
Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,8.3,2.66,0.78,0.89,0.75,0.23,2012-01-31,,0.7944,2012
Medal of Honor Heroes,PSP,Shooter,Team Fusion,6.7,2.66,0.86,0.01,1.11,0.67,2006-10-20,,0.6129,2006
Guitar Hero: World Tour,X360,Misc,Neversoft Entertainment,8.6,2.66,1.78,,0.64,0.25,2008-10-26,,0.8285,2008
WWE SmackDown! Shut Your Mouth,PS2,Fighting,Yuke's,,2.66,1.32,0.04,1.29,,2002-10-31,,,2002
Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,,2.65,1.15,,1.11,0.4,2003-04-08,,,2003
Need for Speed: Shift,PS3,Racing,Slightly Mad Studios,8.2,2.65,0.69,0.04,1.4,0.52,2009-09-15,,0.7825,2009
Hannah Montana,DS,Action,DC Studios,6.5,2.65,1.59,,0.8,0.26,2006-10-10,,0.5973,2006
Medal of Honor,X360,Shooter,EA Los Angeles,7.3,2.64,1.58,0.04,0.8,0.22,2010-10-12,,0.6718,2010
NBA 2K12,X360,Sports,Visual Concepts,9.1,2.64,2.32,0.01,0.14,0.17,2011-10-04,,0.8699,2011
Midnight Club: Street Racing,PS2,Racing,Angel Studios,,2.63,2.0,0.02,0.47,0.14,2000-10-25,,,2000
NBA 2K19,PS4,Sports,Visual Concepts,,2.63,1.69,0.03,0.44,0.47,2018-09-11,2018-09-26,,2018
NBA 2K13,PS3,Sports,Visual Concepts,8.9,2.63,1.74,0.05,0.46,0.39,2012-10-02,2018-01-04,0.8519,2012
FIFA Soccer 10,X360,Sports,EA Canada,8.9,2.62,0.6,0.01,1.79,0.23,2009-10-20,,0.8518,2009
ESPN NFL 2K5,PS2,Sports,Visual Concepts,,2.62,2.15,,0.12,0.36,2004-07-20,,,2004
Madden NFL 18,PS4,Sports,EA Tiburon,8.2,2.62,1.73,,0.42,0.47,2017-08-25,2018-04-03,0.7822,2017
LittleBigPlanet,PSP,Platform,SCEE Cambridge,8.8,2.61,0.65,0.01,1.27,0.68,2009-11-17,2018-12-03,0.8449,2009
Harry Potter and the Chamber of Secrets,PS2,Adventure,Eurocom Entertainment Software,,2.61,0.9,0.04,1.22,0.44,2002-11-14,,,2002
Grand Theft Auto: Episodes from Liberty City,X360,Adventure,Rockstar North,9.0,2.6,1.08,0.03,1.22,0.27,2009-10-29,,0.8606,2009
Streets of Rage,GEN,Action,Sega,,2.6,1.86,0.11,0.55,0.08,1990-12-31,,,1990
FIFA Soccer 09,PS3,Sports,EA Canada,8.6,2.59,0.49,0.04,1.63,0.43,2008-10-14,,0.828,2008
NBA Live 2005,PS2,Sports,EA Canada,,2.59,2.03,,0.21,0.35,2004-09-28,,,2004
Tom Clancy's The Division,XOne,Shooter,Massive Entertainment,,2.59,1.54,,0.82,0.24,2016-03-08,2018-05-04,,2016
LEGO Star Wars: The Complete Saga,X360,Action,Traveller's Tales,,2.59,1.53,,0.83,0.24,2007-11-06,,,2007
WWE SmackDown vs. RAW 2007,PS2,Fighting,Yuke's,8.0,2.58,1.4,0.03,0.88,0.26,2006-11-14,,0.7542,2006
Skylanders Giants,Wii,Misc,Toys for Bob,,2.58,1.49,,0.86,0.23,2012-10-21,2018-01-16,,2012
Madden NFL 08,PS2,Sports,EA Tiburon,,2.57,2.14,,0.08,0.35,2007-08-14,,,2007
NBA 2K14,X360,Sports,Visual Concepts,,2.57,2.11,0.0,0.19,0.27,2013-10-11,2018-01-05,,2013
Dragon Age: Origins,X360,Role-Playing,BioWare Edmonton,8.5,2.56,1.76,0.03,0.55,0.22,2009-11-03,,0.8168,2009
Hot Shots Golf,PS,Sports,Camelot Software Planning,,2.56,0.26,2.13,0.17,,1998-05-05,,,1998
FIFA 16,PS3,Sports,EA Canada,9.0,2.55,0.43,0.05,1.68,0.38,2015-09-22,2018-04-01,0.8603,2015
Madden NFL 09,X360,Sports,EA Tiburon,8.5,2.54,2.21,,0.12,0.2,2008-08-12,,0.8167,2008
Crazy Taxi,PS2,Racing,Hitmaker,8.2,2.52,1.13,0.06,1.12,0.22,2001-05-14,,0.7818,2001
Tomb Raider (2013),PS3,Action,Crystal Dynamics,8.9,2.51,0.6,0.08,1.45,0.38,2013-03-05,2018-01-06,0.8513,2013
Midnight Club: Los Angeles,PS3,Racing,Rockstar San Diego,8.3,2.5,1.59,0.05,0.54,0.33,2008-10-20,,0.7935,2008
PES 2009: Pro Evolution Soccer,PS2,Sports,Konami,,2.5,0.13,0.26,0.07,2.05,2008-11-11,,,2008
Marvel: Ultimate Alliance,X360,Role-Playing,Raven Software,8.3,2.5,2.29,,0.02,0.19,2006-10-24,,0.7935,2006
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Rockstar North,9.8,2.49,1.84,,0.56,0.09,2003-10-31,,0.8893,2003
Mortal Kombat: Deadly Alliance,PS2,Fighting,Midway,8.2,2.49,1.81,,0.52,0.15,2002-11-16,,0.7816,2002
Game Party,Wii,Misc,JGI Entertainment,2.6,2.49,1.47,,0.77,0.24,2007-11-27,,0.4935,2007
NBA 2K15,PS4,Sports,Visual Concepts,,2.49,1.49,0.01,0.55,0.44,2014-10-07,2018-01-04,,2014
Saints Row: The Third,PS3,Action,Volition Inc.,8.3,2.48,0.86,0.18,1.06,0.37,2011-11-15,,0.7934,2011
Tomb Raider: The Last Revelation,PS,Action,Core Design Ltd.,,2.48,1.15,0.06,1.14,0.13,1999-11-22,,,1999
Madden NFL 16,XOne,Sports,EA Tiburon,8.4,2.47,2.13,,0.08,0.26,2015-08-25,2018-03-31,0.8046,2015
Rock Band,X360,Misc,Harmonix Music Systems,9.1,2.47,1.93,,0.33,0.21,2007-11-20,,0.869,2007
Assassin's Creed Origins,XOne,Action,Ubisoft Montreal,,2.47,1.34,,0.92,0.22,2017-10-27,2018-01-10,,2017
Minecraft,PSV,Misc,4J Studios,,2.47,0.22,1.25,0.73,0.27,2014-11-11,2018-08-05,,2014
Pure,X360,Racing,Black Rock Studio,8.3,2.47,1.38,0.0,0.84,0.25,2008-09-16,,0.7933,2008
LEGO Harry Potter: Years 1-4,Wii,Adventure,Traveller's Tales,7.9,2.45,1.29,,0.94,0.22,2010-06-29,2018-12-01,0.7371,2010
Dying Light,PS4,Action,Techland,,2.45,1.18,0.13,0.74,0.4,2015-01-27,2018-05-04,,2015
Madden NFL 17,XOne,Sports,EA Tiburon,8.1,2.44,2.14,,0.04,0.26,2016-08-23,2018-04-01,0.7698,2016
Twisted Metal 2,PS,Racing,SingleTrac,8.7,2.44,2.12,,0.25,0.07,1996-10-31,,0.8358,1996
uDraw Studio,Wii,Misc,"Pipeworks Software, Inc.",,2.44,1.65,,0.58,0.21,2010-11-14,,,2010
The Sims: Bustin' Out,PS2,Simulation,Maxis,,2.43,1.07,,1.19,0.18,2003-12-15,,,2003
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft Montreal,8.2,2.42,1.56,0.02,0.61,0.23,2008-03-18,,0.7812,2008
Sonic Adventure,DC,Platform,Sonic Team,8.9,2.42,1.26,0.46,0.61,0.08,1999-09-09,,0.8507,1999
Need for Speed Carbon: Own the City,PSP,Racing,EA Black Box,7.4,2.42,0.87,,0.97,0.58,2006-10-31,,0.6807,2006
Halo: Combat Evolved Anniversary,X360,Shooter,343 Industries,8.0,2.41,1.44,0.04,0.71,0.22,2011-11-15,,0.7533,2011
Kinect: Disneyland Adventures,X360,Action-Adventure,Frontier Developments,8.5,2.41,1.73,0.02,0.43,0.23,2011-11-15,2018-09-29,0.816,2011
Need for Speed: ProStreet,PS2,Racing,EA Black Box,,2.41,0.69,0.04,0.0,1.68,2007-11-13,,,2007
Pro Evolution Soccer 2011,PS3,Sports,Konami,6.0,2.41,0.29,0.54,1.18,0.41,2010-10-05,,0.5632,2010
NBA 2K16,XOne,Sports,Visual Concepts,8.3,2.41,2.01,,0.15,0.25,2015-09-29,2018-03-28,0.7929,2015
ATV Offroad Fury,PS2,Racing,Rainbow Studios,8.4,2.41,2.07,,0.26,0.08,2001-02-05,,0.8043,2001
Forza Motorsport 5,XOne,Racing,Turn 10 Studios,,2.4,1.28,0.01,0.9,0.21,2013-11-22,2018-01-15,,2013
Batman: Arkham Origins,PS3,Action-Adventure,Warner Bros. Interactive Entertainment,,2.4,1.08,0.04,0.88,0.4,2013-10-25,2018-04-13,,2013
Midnight Club: Los Angeles,X360,Racing,Rockstar San Diego,8.0,2.4,1.72,0.01,0.45,0.22,2008-10-20,,0.7531,2008
Tetris Plus,PS,Puzzle,Atlus Co.,,2.4,2.1,,0.24,0.07,1996-10-18,,,1996
Madden NFL 11,PS3,Sports,EA Tiburon,8.4,2.4,2.05,,0.15,0.2,2010-08-10,,0.8041,2010
Theme Hospital,PC,Strategy,Bullfrog Productions,5.5,2.4,2.3,,0.1,,1997-03-31,,0.5411,1997
Zumba Fitness,X360,Sports,"Pipeworks Software, Inc.",,2.39,1.74,,0.45,0.2,2010-11-18,,,2010
Frogger's Adventures: Temple of the Frog,GBA,Adventure,Konami,6.7,2.39,2.15,,0.18,0.07,2001-10-24,,0.6111,2001
Monopoly,PC,Misc,Unknown,,2.39,1.49,,0.81,0.1,1995-01-01,,,1995
Mortal Kombat II (US & Others sales),GEN,Fighting,Probe Entertainment Limited,,2.39,1.78,,0.53,0.08,1994-01-01,,,1994
Dead Island,X360,Action,Techland,7.0,2.38,1.48,,0.7,0.21,2011-09-06,,0.6404,2011
WCW/nWo Revenge,N64,Fighting,Aki Corp.,,2.38,1.94,0.03,0.39,0.02,1998-10-26,,,1998
The Incredibles,PS2,Action,Heavy Iron Studios,5.9,2.37,0.96,0.04,1.08,0.3,2004-10-31,,0.5545,2004
Madden NFL 10,PS3,Sports,EA Tiburon,8.5,2.37,2.03,,0.13,0.21,2009-08-14,,0.8155,2009
Madden NFL 08,X360,Sports,EA Tiburon,8.7,2.37,2.18,,0.01,0.18,2007-08-14,,0.8352,2007
Tony Hawk's Underground 2,PS2,Sports,Neversoft Entertainment,,2.37,1.25,0.01,0.86,0.26,2004-10-04,,,2004
Sonic's Ultimate Genesis Collection,PS3,Misc,Backbone Entertainment,8.1,2.36,1.39,,0.64,0.33,2009-02-10,,0.7691,2009
Destiny 2,XOne,Shooter,Bungie,,2.35,1.66,,0.47,0.23,2017-09-06,2018-04-20,,2017
LEGO Indiana Jones: The Original Adventures,Wii,Adventure,Traveller's Tales,7.8,2.35,1.51,,0.62,0.22,2008-06-03,,0.7255,2008
Lego Marvel Super Heroes,X360,Action,Traveller's Tales,,2.34,1.26,,0.87,0.21,2013-10-22,2018-12-01,,2013
WWE SmackDown vs Raw 2008,PS2,Fighting,Yuke's Media Creations,,2.34,0.92,0.01,0.0,1.41,2007-11-13,,,2007
Dragon Age: Inquisition,PS4,Role-Playing,BioWare Edmonton,8.6,2.34,1.07,0.08,0.8,0.38,2014-11-18,2019-01-05,0.8263,2014
Kinect Sports: Season Two,X360,Sports,Rare Ltd.,6.6,2.33,1.38,0.02,0.72,0.21,2011-10-25,,0.6036,2011
Madden NFL 25,X360,Sports,EA Tiburon,7.8,2.33,2.02,,0.07,0.25,2013-08-27,2018-01-06,0.7254,2013
Grand Theft Auto,PS,Action,DMA Design,6.0,2.32,0.79,0.04,1.35,0.14,1998-06-30,,0.5624,1998
My Fitness Coach,Wii,Sports,Ubisoft,7.1,2.32,1.18,,0.9,0.24,2008-12-02,,0.6533,2008
Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft Montreal,8.3,2.32,1.51,,0.59,0.22,2013-11-22,2018-03-14,0.7921,2013
Cool Boarders 3,PS,Sports,Idol Minds Digital Entertainment,,2.31,1.65,0.1,0.46,0.1,1998-10-28,,,1998
Need for Speed: High Stakes,PS,Racing,EA Canada,,2.31,1.58,,0.64,0.09,1999-03-01,,,1999
The Sims 3,X360,Simulation,The Sims Studio,8.0,2.31,1.28,0.0,0.82,0.2,2010-10-26,,0.7524,2010
LEGO Star Wars: The Complete Saga,PS3,Action,Traveller's Tales,8.0,2.31,1.02,,0.93,0.36,2007-11-06,,0.7524,2007
